PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	WE	SC	GA	UT	PM	OA	HC	HP	DA
J	Shoemark, A; Boon, M; Brochhausen, C; Bukowy-Bieryllo, Z; De Santi, MM; Goggin, P; Griffin, P; Hegele, RG; Hirst, RA; Leigh, MW; Lupton, A; MacKenney, K; Omran, H; Pache, JC; Pinto, A; Reinholt, FP; Schroeder, J; Yiallouros, P; Escudier, E				Shoemark, Amelia; Boon, Mieke; Brochhausen, Christoph; Bukowy-Bieryllo, Zuzanna; De Santi, Maria M.; Goggin, Patricia; Griffin, Paul; Hegele, Richard G.; Hirst, Robert A.; Leigh, Margaret W.; Lupton, Alison; MacKenney, Karen; Omran, Heymut; Pache, Jean-Claude; Pinto, Andreia; Reinholt, Finn P.; Schroeder, Josep; Yiallouros, Panayotis; Escudier, Estelle		BEAT-PCD Network	International consensus guideline for reporting transmission electron microscopy results in the diagnosis of primary ciliary dyskinesia (BEAT PCD TEM Criteria)	EUROPEAN RESPIRATORY JOURNAL																	Shoemark, Amelia/I-4068-2019; Hirst, Robert/AAD-1649-2022; Boon, Mieke/AAS-8943-2020; Yiallouros, Panayiotis/AAF-6026-2019	Shoemark, Amelia/0000-0001-7360-6060; Boon, Mieke/0000-0001-8138-5405; Bukowy-Bieryllo, Zuzanna/0000-0002-6945-1059; Hegele, Richard/0000-0003-1073-8044; Omran, Heymut/0000-0003-0282-6765; D N Pinto, Andreia L/0000-0002-0840-6844												0903-1936	1399-3003				APR 1	2020	55	4							1900725	10.1183/13993003.00725-2019								WOS:000531099900002	32060067					
J	Garg, S; Chichareon, P; Kogame, N; Takahashi, K; Modolo, R; Chang, CC; Tomaniak, M; Fath-Ordoubadi, F; Anderson, R; Oldroyd, KG; Stables, RH; Kukreja, N; Chowdhary, S; Galasko, G; Hoole, S; Zaman, A; Hamm, CW; Steg, PG; Juni, P; Valgimigli, M; Windecker, S; Onuma, Y; Serruys, PW				Garg, Scot; Chichareon, Ply; Kogame, Norihiro; Takahashi, Kuniaki; Modolo, Rodrigo; Chang, Chun-Chin; Tomaniak, Mariusz; Fath-Ordoubadi, Farzin; Anderson, Richard; Oldroyd, Keith G.; Stables, Rod H.; Kukreja, Neville; Chowdhary, Saqib; Galasko, Gavin; Hoole, Stephen; Zaman, Azfar; Hamm, Christian W.; Steg, Philippe G.; Jueni, Peter; Valgimigli, Marco; Windecker, Stephan; Onuma, Yoshinobu; Serruys, Patrick W.			Impact of established cardiovascular disease on outcomes in the randomized global leaders trial	CATHETERIZATION AND CARDIOVASCULAR INTERVENTIONS																	Juni, Peter/Q-8700-2016	Juni, Peter/0000-0002-5985-0670; Garg, Scot/0000-0002-8911-0278; Valgimigli, Marco/0000-0002-4353-7110; Anderson, Richard/0000-0003-0582-1628												1522-1946	1522-726X				DEC	2020	96	7					1369	1378		10.1002/ccd.28649		DEC 2019						WOS:000503251700001	31854112					
J	Wang, MH; Munoz, J; Goy, A; Locke, FL; Jacobson, CA; Hill, BT; Timmerman, JM; Holmes, H; Jaglowski, S; Flinn, IW; McSweeney, PA; Miklos, DB; Pagel, JM; Kersten, MJ; Milpied, N; Fung, H; Topp, MS; Houot, R; Beitinjaneh, A; Peng, WM; Zheng, LQ; Rossi, JM; Jain, RK; Rao, ARV; Reagan, PM				Wang, Michael; Munoz, Javier; Goy, Andre; Locke, Frederick L.; Jacobson, Caron A.; Hill, Brian T.; Timmerman, John M.; Holmes, Houston; Jaglowski, Samantha; Flinn, Ian W.; McSweeney, Peter A.; Miklos, David B.; Pagel, John M.; Kersten, Marie-Jose; Milpied, Noel; Fung, Henry; Topp, Max S.; Houot, Roch; Beitinjaneh, Amer; Peng, Weimin; Zheng, Lianqing; Rossi, John M.; Jain, Rajul K.; Rao, Arati V.; Reagan, Patrick M.			KTE-X19 CAR T-Cell Therapy in Relapsed or Refractory Mantle-Cell Lymphoma	NEW ENGLAND JOURNAL OF MEDICINE																	Reagan, Patrick/AAN-3314-2020; Goy, Andre/AAS-4464-2020	Goy, Andre/0000-0001-5125-6522												0028-4793	1533-4406				APR 2	2020	382	14					1331	1342		10.1056/NEJMoa1914347								WOS:000524522800008	32242358					
J	Melenotte, C; Silvin, A; Goubet, AG; Lahmar, I; Dubuisson, A; Zumla, A; Raoult, D; Merad, M; Gachot, B; Henon, C; Solary, E; Fontenay, M; Andre, F; Maeurer, M; Ippolito, G; Piacentini, M; Wang, FS; Ginhoux, F; Marabelle, A; Kroemer, G; Derosa, L; Zitvogel, L				Melenotte, Clea; Silvin, Aymeric; Goubet, Anne-Gaelle; Lahmar, Imran; Dubuisson, Agathe; Zumla, Alimuddin; Raoult, Didier; Merad, Mansouria; Gachot, Bertrand; Henon, Clemence; Solary, Eric; Fontenay, Michaela; Andre, Fabrice; Maeurer, Markus; Ippolito, Giuseppe; Piacentini, Mauro; Wang, Fu-Sheng; Ginhoux, Florent; Marabelle, Aurelien; Kroemer, Guido; Derosa, Lisa; Zitvogel, Laurence			Immune responses during COVID-19 infection	ONCOIMMUNOLOGY																	RAOULT, Didier/A-8434-2008; Kroemer, Guido/AAY-9859-2020; marabelle, aurelien/AAP-3791-2021; ZUMLA, Alimuddin/ABA-8208-2020; ANDRE, Fabrice/AAL-2683-2020; KROEMER, Guido/B-4263-2013	RAOULT, Didier/0000-0002-0633-5974; marabelle, aurelien/0000-0002-5816-3019; ANDRE, Fabrice/0000-0001-5795-8357; KROEMER, Guido/0000-0002-9334-4405; Maeurer, Markus/0000-0002-8436-8077; Solary, Eric/0000-0002-8629-1341; Zumla, Professor Sir Alimuddin/0000-0002-5111-5735												2162-402X						2020	9	1							1807836	10.1080/2162402X.2020.1807836								WOS:000565287000001	32939324					
J	Lafont, A; Sinnaeve, PR; Cuisset, T; Cook, S; Sideris, G; Kedev, S; Carrie, D; Hovasse, T; Garot, P; El Mahmoud, R; Spaulding, C; Helft, G; Fernandez, JFD; Brugaleta, S; Pinar-Bermudez, E; Ferre, JM; Commeau, P; Teiger, E; Bogaerts, K; Sabate, M; Morice, MC; Varenne, O				Lafont, Alexandre; Sinnaeve, Peter R.; Cuisset, Thomas; Cook, Stephane; Sideris, Giorgios; Kedev, Sasko; Carrie, Didier; Hovasse, Thomas; Garot, Philippe; El Mahmoud, Rami; Spaulding, Christian; Helft, Gerard; Diaz Fernandez, Jose F.; Brugaleta, Salvatore; Pinar-Bermudez, Eduardo; Ferre, Josepa Mauri; Commeau, Philippe; Teiger, Emmanuel; Bogaerts, Kris; Sabate, Manel; Morice, Marie Claude; Varenne, Olivier		SENIOR Investigators	Two-year outcomes after percutaneous coronary intervention with drug-eluting stents or bare-metal stents in elderly patients with coronary artery disease	CATHETERIZATION AND CARDIOVASCULAR INTERVENTIONS																	Kedev, Sasko/ABB-2637-2021; Sabate, Manel/AAX-7245-2021	Kedev, Sasko/0000-0003-4844-6434; Bogaerts, Kris/0000-0003-0188-8665												1522-1946	1522-726X				APR 1	2021	97	5					E607	E613		10.1002/ccd.29159		AUG 2020						WOS:000555892800001	32761890					
J	Scalco, RS; Lucia, A; Santalla, A; Martinuzzi, A; Vavla, M; Reni, G; Toscano, A; Musumeci, O; Voermans, NC; Kouwenberg, CV; Laforet, P; San-Millan, B; Vieitez, I; Siciliano, G; Kuhnle, E; Trost, R; Sacconi, S; Stemmerik, MG; Durmus, H; Kierdaszuk, B; Wakelin, A; Andreu, AL; Pinos, T; Marti, R; Quinlivan, R; Vissing, J				Scalco, Renata S.; Lucia, Alejandro; Santalla, Alfredo; Martinuzzi, Andrea; Vavla, Marinela; Reni, Gianluigi; Toscano, Antonio; Musumeci, Olimpia; Voermans, Nicol C.; Kouwenberg, Carlyn V.; Laforet, Pascal; San-Millan, Beatriz; Vieitez, Irene; Siciliano, Gabriele; Kuhnle, Enrico; Trost, Rebeca; Sacconi, Sabrina; Stemmerik, Mads G.; Durmus, Hacer; Kierdaszuk, Biruta; Wakelin, Andrew; Andreu, Antoni L.; Pinos, Tomas; Marti, Ramon; Quinlivan, Ros; Vissing, John		EUROMAC Consortium	Data from the European registry for patients with McArdle disease and other muscle glycogenoses (EUROMAC)	ORPHANET JOURNAL OF RARE DISEASES																	Reni, Gianluigi/L-7781-2015; Marti, Ramon/Q-3442-2016; Vavla, Marinela/J-7312-2016; Martinuzzi, Andrea/K-3887-2016	Reni, Gianluigi/0000-0003-0822-3287; Marti, Ramon/0000-0002-8273-9540; Vavla, Marinela/0000-0002-3598-2978; Martinuzzi, Andrea/0000-0002-0319-3579; Stemmerik, Mads Peter Godtfeldt/0000-0002-4566-4156; Quinlivan, Rosaline/0000-0002-2306-4782; Vieitez, Irene/0000-0001-9241-0207													1750-1172				DEC 24	2020	15	1							330	10.1186/s13023-020-01562-x								WOS:000592547300001	33234167					
J	Miller, RE; Leary, A; Scott, CL; Serra, V; Lord, CJ; Bowtell, D; Chang, DK; Garsed, DW; Jonkers, J; Ledermann, JA; Nik-Zainal, S; Ray-Coquard, I; Shah, SP; Matias-Guiu, X; Swisher, EM; Yates, LR				Miller, R. E.; Leary, A.; Scott, C. L.; Serra, V; Lord, C. J.; Bowtell, D.; Chang, D. K.; Garsed, D. W.; Jonkers, J.; Ledermann, J. A.; Nik-Zainal, S.; Ray-Coquard, I; Shah, S. P.; Matias-Guiu, X.; Swisher, E. M.; Yates, L. R.			ESMO recommendations on predictive biomarker testing for homologous recombination deficiency and PARP inhibitor benefit in ovarian cancer	ANNALS OF ONCOLOGY																	Lord, Christopher/AAX-7130-2021; matias-guiu, xavier/C-3039-2009; Nik-Zainal, Serena/ABD-4437-2020; Lord, Christopher/B-3295-2012	matias-guiu, xavier/0000-0002-7201-6605; Chang, David/0000-0002-4821-3078; Lord, Christopher/0000-0002-3226-0515; Serra, Violeta/0000-0001-6620-1065; Jonkers, Jos/0000-0002-9264-9792; Yates, Lucy/0000-0003-4519-7794												0923-7534	1569-8041				DEC	2020	31	12					1606	1622		10.1016/j.annonc.2020.08.2102								WOS:000591343500007	33004253					
J	Descatha, A; Sembajwe, G; Pega, F; Ujita, Y; Baer, M; Boccuni, F; Di Tecco, C; Duret, C; Evanoff, BA; Gagliardi, D; Godderis, L; Kang, SK; Kim, BJ; Li, J; Hanson, LLM; Marinaccio, A; Ozguler, A; Pachito, D; Pell, J; Pico, F; Ronchetti, M; Roquelaure, Y; Rugulies, R; Schouteden, M; Siegrist, J; Tsutsumi, A; Iavicoli, S				Descatha, Alexis; Sembajwe, Grace; Pega, Frank; Ujita, Yuka; Baer, Michael; Boccuni, Fabio; Di Tecco, Cristina; Duret, Clement; Evanoff, Bradley A.; Gagliardi, Diana; Godderis, Lode; Kang, Seong-Kyu; Kim, Beon Joon; Li, Jian; Hanson, Linda L. Magnusson; Marinaccio, Alessandro; Ozguler, Anna; Pachito, Daniela; Pell, John; Pico, Fernando; Ronchetti, Matteo; Roquelaure, Yves; Rugulies, Reiner; Schouteden, Martijn; Siegrist, Johannes; Tsutsumi, Akizumi; Iavicoli, Sergio			The effect of exposure to long working hours on stroke: A systematic review and meta -analysis from the WHO/ILO Joint Estimates of the Work -related Burden of Disease and Injury	ENVIRONMENT INTERNATIONAL																	Rugulies, Reiner/E-8140-2010; Hanson, Linda L Magnusson/D-2435-2017; Kim, Beom Joon/C-2904-2011; Boccuni, Fabio/AAA-5231-2021; Kang, Seong-Kyu/F-1274-2018; Siegrist, Johannes/AAL-6814-2021; ROQUELAURE, Yves/J-8208-2015	Rugulies, Reiner/0000-0002-7752-131X; Hanson, Linda L Magnusson/0000-0002-2908-1903; Kim, Beom Joon/0000-0002-2719-3012; Siegrist, Johannes/0000-0002-7530-4178; BOCCUNI, FABIO/0000-0002-4976-631X; Ronchetti, matteo/0000-0003-4217-4482; ROQUELAURE, Yves/0000-0001-6918-0909; DURET, CLEMENT/0000-0002-7883-3147; Godderis, Lode/0000-0003-4764-8835												0160-4120	1873-6750				SEP	2020	142								105746	10.1016/j.envint.2020.105746								WOS:000546619100005	32505015					
J	Zhu, F; Anadani, M; Labreuche, J; Spiotta, A; Turjman, F; Piotin, M; Steglich-Arnholm, H; Holtmannspotter, M; Taschner, C; Eiden, S; Haussen, DC; Nogueira, RG; Papanagiotou, P; Boutchakova, M; Siddiqui, AH; Lapergue, B; Dorn, F; Cognard, C; Killer-Oberpfalzer, M; Mangiafico, S; Ribo, M; Psychogios, MN; Labeyrie, MA; Mazighi, M; Biondi, A; Anxionnat, R; Bracard, S; Richard, S; Gory, B				Zhu, Francois; Anadani, Mohammad; Labreuche, Julien; Spiotta, Alejandro; Turjman, Francis; Piotin, Michel; Steglich-Arnholm, Henrik; Holtmannspotter, Markus; Taschner, Christian; Eiden, Sebastian; Haussen, Diogo C.; Nogueira, Raul G.; Papanagiotou, Panagiotis; Boutchakova, Maria; Siddiqui, Adnan H.; Lapergue, Bertrand; Dorn, Franziska; Cognard, Christophe; Killer-Oberpfalzer, Monika; Mangiafico, Salvatore; Ribo, Marc; Psychogios, Marios N.; Labeyrie, Marc-Antoine; Mazighi, Mikael; Biondi, Alessandra; Anxionnat, Rene; Bracard, Serge; Richard, Sebastien; Gory, Benjamin		TITAN Investigators	Impact of Antiplatelet Therapy During Endovascular Therapy for Tandem Occlusions A Collaborative Pooled Analysis	STROKE																	Anxionnat, Rene/AAU-2744-2020; Gory, Benjamin/ABH-1210-2021; Ribo, Marc/ABG-3202-2021; Zhu, Francois/AAP-5791-2020; Papanagiotou, Panagiotis/B-1434-2012	Ribo, Marc/0000-0001-9242-043X; Zhu, Francois/0000-0003-3838-9608; Hecker, Constantin/0000-0003-0521-8570												0039-2499	1524-4628				MAY	2020	51	5					1522	1529		10.1161/STROKEAHA.119.028231								WOS:000530437900052	32188367					
J	Sanz, M; del Castillo, AM; Jepsen, S; Gonzalez-Juanatey, JR; D'Aiuto, F; Bouchard, P; Chapple, I; Dietrich, T; Gotsman, I; Graziani, F; Herrera, D; Loos, B; Madianos, P; Michel, JB; Perel, P; Pieske, B; Shapira, L; Shechter, M; Tonetti, M; Vlachopoulos, C; Wimmer, G				Sanz, Mariano; Marco del Castillo, Alvaro; Jepsen, Soren; Gonzalez-Juanatey, Jose R.; D'Aiuto, Francesco; Bouchard, Philippe; Chapple, Iain; Dietrich, Thomas; Gotsman, Israel; Graziani, Filippo; Herrera, David; Loos, Bruno; Madianos, Phoebus; Michel, Jean-Baptiste; Perel, Pablo; Pieske, Burkert; Shapira, Lior; Shechter, Michael; Tonetti, Maurizio; Vlachopoulos, Charalambos; Wimmer, Gernot			Periodontitis and cardiovascular diseases: Consensus report	JOURNAL OF CLINICAL PERIODONTOLOGY																	Michel, Jean-Baptiste/AAH-9336-2020; Gotsman, Israel/AAH-8833-2021; Tonetti, Maurizio/ABE-2947-2020; Chapple, Iain L C/T-2986-2017; BOUCHARD, Philippe/AAA-4431-2022; Shapira, Lior/AAJ-9130-2020; Sanz, Mariano/G-8244-2017	Gotsman, Israel/0000-0001-9608-2298; Chapple, Iain L C/0000-0003-2697-7082; BOUCHARD, Philippe/0000-0002-9905-3967; Shapira, Lior/0000-0001-9145-5155; Sanz, Mariano/0000-0002-6293-5755; Gonzalez Juanatey, Jose Ramon/0000-0001-9681-3388; Graziani, Filippo/0000-0001-8780-7306; Bouchard, Philippe/0000-0003-2500-3219												0303-6979	1600-051X				MAR	2020	47	3					268	288		10.1111/jcpe.13189		FEB 2020						WOS:000510495600001	32011025					
J	Cortese, A; Tozza, S; Yau, WY; Rossi, S; Beecroft, SJ; Jaunmuktane, Z; Dyer, Z; Ravenscroft, G; Lamont, PJ; Mossman, S; Chancellor, A; Maisonobe, T; Pereon, Y; Cauquil, C; Colnaghi, S; Mallucci, G; Curro, R; Tomaselli, PJ; Thomas-Black, G; Sullivan, R; Efthymiou, S; Rossor, AM; Laura, M; Pipis, M; Horga, A; Polke, J; Kaski, D; Horvath, R; Chinnery, PF; Marques, W; Tassorelli, C; Devigili, G; Leonardis, L; Wood, NW; Bronstein, A; Giunti, P; Zuchner, S; Stojkovic, T; Laing, N; Roxburgh, RH; Houlden, H; Reilly, MM				Cortese, Andrea; Tozza, Stefano; Yau, Wai Yan; Rossi, Salvatore; Beecroft, Sarah J.; Jaunmuktane, Zane; Dyer, Zoe; Ravenscroft, Gianina; Lamont, Phillipa J.; Mossman, Stuart; Chancellor, Andrew; Maisonobe, Thierry; Pereon, Yann; Cauquil, Cecile; Colnaghi, Silvia; Mallucci, Giulia; Curro, Riccardo; Tomaselli, Pedro J.; Thomas-Black, Gilbert; Sullivan, Roisin; Efthymiou, Stephanie; Rossor, Alexander M.; Laura, Matilde; Pipis, Menelaos; Horga, Alejandro; Polke, James; Kaski, Diego; Horvath, Rita; Chinnery, Patrick F.; Marques, Wilson; Tassorelli, Cristina; Devigili, Grazia; Leonardis, Lea; Wood, Nick W.; Bronstein, Adolfo; Giunti, Paola; Zuchner, Stephan; Stojkovic, Tanya; Laing, Nigel; Roxburgh, Richard H.; Houlden, Henry; Reilly, Mary M.			Cerebellar ataxia, neuropathy, vestibular areflexia syndrome due to RFCI repeat expansion	BRAIN																	STOJKOVIC, Tanya/AAA-3967-2021; Rossi, Salvatore/AAB-2383-2022; Devigili, Grazia/AAB-9904-2019; Tomaselli, Pedro/AAW-6449-2020; Tozza, Stefano/ABE-8580-2020; Rossi, Salvatore/AAA-6521-2019; Tomaselli, Pedro J/J-5969-2014; Marques Junior, Wilson/G-4240-2012; Ravenscroft, Gina/H-5695-2014; Jaunmuktane, Zane/ABC-9039-2020; Tomaselli, Pedro/AAZ-1326-2020; Wood, Nicholas/C-2505-2009	Rossi, Salvatore/0000-0002-7102-9180; Tozza, Stefano/0000-0002-9672-4577; Marques Junior, Wilson/0000-0002-4589-2749; Ravenscroft, Gina/0000-0003-3634-211X; Jaunmuktane, Zane/0000-0001-7738-8881; Horga, Alejandro/0000-0002-2120-2213; Horvath, Rita/0000-0002-9841-170X; Wood, Nicholas/0000-0002-9500-3348; Chinnery, Patrick/0000-0002-7065-6617; Rossor, Alexander/0000-0003-4648-2896; Beecroft, Sarah/0000-0002-3935-2279; Efthymiou, Stephanie/0000-0003-4900-9877; Reilly, Mary/0000-0003-0686-905X; Laing, Nigel/0000-0001-5111-3732; DEVIGILI, GRAZIA/0000-0001-9688-4231; Sullivan, Roisin/0000-0002-4636-8033												0006-8950	1460-2156				FEB	2020	143		2				480	490		10.1093/brain/awz418								WOS:000522640800021	32040566					
J	Morschhauser, F; Tilly, H; Chaidos, A; McKay, P; Phillips, T; Assouline, S; Batievi, CL; Campbell, P; Ribrag, V; Damaj, GL; Dickinson, M; Jurczak, W; Kazmierczak, M; Opat, S; Radford, J; Schmitt, A; Yang, J; Whalen, J; Agarwal, S; Adib, D; Salles, G				Morschhauser, Franck; Tilly, Herve; Chaidos, Aristeidis; McKay, Pamela; Phillips, Tycel; Assouline, Sarit; Batievi, Connie Lee; Campbell, Phillip; Ribrag, Vincent; Damaj, Gandhi Laurent; Dickinson, Michael; Jurczak, Wojciech; Kazmierczak, Maciej; Opat, Stephen; Radford, John; Schmitt, Anna; Yang, Jay; Whalen, Jennifer; Agarwal, Shefali; Adib, Deyaa; Salles, Gilles			Tazemetostat for patients with relapsed or refractory follicular lymphoma: an open-label, single-arm, multicentre, phase 2 trial	LANCET ONCOLOGY																	Salles, Gilles/AAS-2242-2021; Jurczak, Wojciech/ABB-2136-2020; Radford, John/N-1331-2015	Salles, Gilles/0000-0002-9541-8666; Jurczak, Wojciech/0000-0003-1879-8084; Chaidos, Aristeidis/0000-0003-1453-8576; Radford, John/0000-0001-7898-2786												1470-2045	1474-5488				NOV	2020	21	11					1433	1442		10.1016/S1470-2045(20)30441-1								WOS:000584488100046	33035457					
J	Capodanno, D; Bhatt, DL; Eikelboom, JW; Fox, KAA; Geisler, T; Gibson, CM; Gonzalez-Juanatey, JR; James, S; Lopes, RD; Mehran, R; Montalescot, G; Patel, M; Steg, PG; Storey, RF; Vranckx, P; Weitz, JI; Welsh, R; Zeymer, U; Angiolillo, DJ				Capodanno, Davide; Bhatt, Deepak L.; Eikelboom, John W.; Fox, Keith A. A.; Geisler, Tobias; Gibson, C. Michael; Ramon Gonzalez-Juanatey, Jose; James, Stefan; Lopes, Renato D.; Mehran, Roxana; Montalescot, Gilles; Patel, Manesh; Steg, P. Gabriel; Storey, Robert F.; Vranckx, Pascal; Weitz, Jeffrey I.; Welsh, Robert; Zeymer, Uwe; Angiolillo, Dominick J.			Dual-pathway inhibition for secondary and tertiary antithrombotic prevention in cardiovascular disease	NATURE REVIEWS CARDIOLOGY																	Geisler, Tobias/AAO-4472-2020; Weitz, Jeffrey/AAD-1929-2019; Fox, keith A A/I-3742-2013; Capodanno, Davide/AAP-4949-2020; Eikelboom, John/AAG-6117-2019; Patel, Manesh/AAC-5385-2019; Welsh, Robert/ABH-3526-2021; Mehran, Roxana/ABF-4160-2021; Bhatt, Deepak/Y-3070-2019	Weitz, Jeffrey/0000-0002-1092-7550; Eikelboom, John/0000-0003-4126-1285; Gibson, C. Michael/0000-0002-4857-9125; Fox, Keith/0000-0002-0140-2752; Storey, Robert/0000-0002-6677-6229; Bhatt, Deepak/0000-0002-1278-6245; Gonzalez Juanatey, Jose Ramon/0000-0001-9681-3388												1759-5002	1759-5010				APR	2020	17	4					242	257		10.1038/s41569-019-0314-y		JAN 2020						WOS:000507822300001	31953535					
J	Powles, T; Park, SH; Voog, E; Caserta, C; Valderrama, BP; Gurney, H; Kalofonos, H; Radulovic, S; Demey, W; Ullen, A; Loriot, Y; Sridhar, SS; Tsuchiya, N; Kopyltsov, E; Sternberg, CN; Bellmunt, J; Aragon-Ching, JB; Petrylak, DP; Laliberte, R; Wang, J; Huang, B; Davis, C; Fowst, C; Costa, N; Blake-Haskins, JA; di Pietro, A; Grivas, P				Powles, Thomas; Park, Se Hoon; Voog, Eric; Caserta, Claudia; Valderrama, Begona P.; Gurney, Howard; Kalofonos, Haralabos; Radulovic, Sinisa; Demey, Wim; Ullen, Anders; Loriot, Yohann; Sridhar, Srikala S.; Tsuchiya, Norihiko; Kopyltsov, Evgeny; Sternberg, Cora N.; Bellmunt, Joaquim; Aragon-Ching, Jeanny B.; Petrylak, Daniel P.; Laliberte, Robert; Wang, Jing; Huang, Bo; Davis, Craig; Fowst, Camilla; Costa, Nuno; Blake-Haskins, John A.; di Pietro, Alessandra; Grivas, Petros			Avelumab Maintenance Therapy for Advanced or Metastatic Urothelial Carcinoma	NEW ENGLAND JOURNAL OF MEDICINE																	Tsuchiya, Norihiko/H-6538-2019; Gurney, Howard/ABF-6924-2020; Aragon-Ching, Jeanny/AAJ-4969-2020; Bellmunt, Joaquim/B-8151-2019; Loriot, Yohann/W-5572-2019	Gurney, Howard/0000-0003-0217-5261; Aragon-Ching, Jeanny/0000-0002-6714-141X; Wang, Jing/0000-0003-1580-1356; Park, Se Hoon/0000-0001-5084-9326												0028-4793	1533-4406				SEP 24	2020	383	13					1218	1230		10.1056/NEJMoa2002788								WOS:000575544000011	32945632					
J	Ljungman, P; Mikulska, M; de la Camara, R; Basak, GW; Chabannon, C; Corbacioglu, S; Duarte, R; Dolstra, H; Lankester, AC; Mohty, M; Montoto, S; Murray, J; de Latour, RP; Snowden, JA; Yakoub-Agha, I; Verhouven, B; Kroger, N; Styczynski, J				Ljungman, Per; Mikulska, Malgorzata; de la Camara, Rafael; Basak, Grzegorz W.; Chabannon, Christian; Corbacioglu, Selim; Duarte, Rafael; Dolstra, Harry; Lankester, Arjan C.; Mohty, Mohamad; Montoto, Silvia; Murray, John; de Latour, Regis Peffault; Snowden, John A.; Yakoub-Agha, Ibrahim; Verhouven, Bregje; Kroeger, Nicolaus; Styczynski, Jan		European Soc Blood Marrow Transpla	The challenge of COVID-19 and hematopoietic cell transplantation; EBMT recommendations for management of hematopoietic cell transplant recipients, their donors, and patients undergoing CAR T-cell therapy	BONE MARROW TRANSPLANTATION																	de la Camara, Rafael/B-2106-2009; Mikulska, Malgorzata/AAC-5016-2022; Palomino, Rafael Duarte/Q-5884-2018	de la Camara, Rafael/0000-0002-8189-5779; Palomino, Rafael Duarte/0000-0002-5240-9815; Montoto, Silvia/0000-0002-3006-9725; Ljungman, Per/0000-0002-8281-3245; Kroger, Nicolaus/0000-0001-5103-9966												0268-3369	1476-5365				NOV	2020	55	11					2071	2076		10.1038/s41409-020-0919-0		MAY 2020						WOS:000532637500004	32404975					
J	Rheault, F; De Benedictis, A; Daducci, A; Maffei, C; Tax, CMW; Romascano, D; Caverzasi, E; Morency, FC; Corrivetti, F; Pestilli, F; Girard, G; Theaud, G; Zemmoura, I; Hau, J; Glavin, K; Jordan, KM; Pomiecko, K; Chamberland, M; Barakovic, M; Goyette, N; Poulin, P; Chenot, Q; Panesar, SS; Sarubbo, S; Petit, L; Descoteaux, M				Rheault, Francois; De Benedictis, Alessandro; Daducci, Alessandro; Maffei, Chiara; Tax, Chantal M. W.; Romascano, David; Caverzasi, Eduardo; Morency, Felix C.; Corrivetti, Francesco; Pestilli, Franco; Girard, Gabriel; Theaud, Guillaume; Zemmoura, Ilyess; Hau, Janice; Glavin, Kelly; Jordan, Kesshi M.; Pomiecko, Kristofer; Chamberland, Maxime; Barakovic, Muhamed; Goyette, Nil; Poulin, Philippe; Chenot, Quentin; Panesar, Sandip S.; Sarubbo, Silvio; Petit, Laurent; Descoteaux, Maxime			Tractostorm: The what, why, and how of tractography dissection reproducibility	HUMAN BRAIN MAPPING																	Sarubbo, Silvio/AAL-1592-2020; Sarubbo, Silvio/AAT-4312-2020; Chamberland, Maxime/AAX-3302-2020; Sarubbo, Silvio/AAZ-7072-2020; Maffei, Chiara/AAJ-4664-2021; Rheault, Francois/AAW-9368-2021; Sarubbo, Silvio/F-7986-2012; Caverzasi, Eduardo/P-1707-2019	Sarubbo, Silvio/0000-0003-1113-3717; Chamberland, Maxime/0000-0001-7064-0984; Rheault, Francois/0000-0002-0097-8004; Pestilli, Franco/0000-0002-2469-0494; Caverzasi, Eduardo/0000-0002-0350-0460												1065-9471	1097-0193				MAY	2020	41	7					1859	1874		10.1002/hbm.24917		JAN 2020						WOS:000506524700001	31925871					
